frame,time_s,status,wrist_x,wrist_y,wrist_z,shoulder_vis,elbow_vis,wrist_vis,shoulder_yaw,shoulder_pitch,elbow_flex,torso_yaw,torso_ok,target_j1,target_j2,target_j3,target_j4,target_j5,target_j6,actual_j1,actual_j2,actual_j3,actual_j4,actual_j5,actual_j6
335,1768672044.663434,Pose: tracking,0.11355261504650116,1.159119725227356,-1.5175399780273438,0.9946290254592896,0.6323969960212708,0.5511631965637207,0.014492741118069264,-0.4034534620380766,0.44727337927047905,-0.10288601922576279,0,-0.06943723892725959,2.0118345540228644,-0.512911043016711,0.0,0.0,0.0,0.014097627083950768,0.24522599098838374,-0.7050270748697817,-7.229179692773165e-05,-0.00420143704509972,-3.201109858293631e-05
340,1768672044.838778,Pose: tracking,0.024451440200209618,1.4344520568847656,-1.2023112773895264,0.9958043098449707,0.6036624312400818,0.400444358587265,-0.41846612667416144,-0.8935142922647114,0.4525246262161966,0.1733887392703395,0,0.26929836483349745,2.3983468888180384,-0.47744396303450376,0.0,0.0,0.0,0.014098521621490221,0.2461980805427832,-0.654544189196488,-7.565483340908743e-05,-0.004403307897348933,-3.3832625655338204e-05
345,1768672045.0174751,Pose: tracking,0.01637364737689495,1.3227084875106812,-1.3804666996002197,0.9965193867683411,0.5991836190223694,0.31020551919937134,-0.26847206479553787,-0.5621551158971979,0.4007478360652823,0.05107032870322481,0,0.11548190968211362,2.1696456933117494,-0.452762223678735,0.0,0.0,0.0,0.014101706262771355,0.2527031465437975,-0.6155204696360657,-7.501210897798704e-05,-0.004360377553248433,-3.300375550598691e-05
350,1768672045.195749,Pose: holding,0.019523223862051964,1.323378086090088,-1.3395648002624512,0.9960559010505676,0.6031976342201233,0.2754613757133484,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014102039404651117,0.2442378248019176,-0.6063376401704048,-7.38237408816942e-05,-0.004287458229539819,-3.206195558856092e-05
355,1768672045.375168,Pose: holding,0.02027827687561512,1.389312505722046,-1.2638986110687256,0.9964135885238647,0.6002508997917175,0.23634028434753418,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014101490992957806,0.24181593391280756,-0.6061134036217346,-7.629317448364548e-05,-0.004434132290434043,-3.3247545972352244e-05
360,1768672045.550349,Pose: holding,0.08273895829916,1.1311213970184326,-1.3799784183502197,0.9965677857398987,0.5839135050773621,0.24727953970432281,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014101028041986272,0.24140504435754256,-0.6059135193044219,-7.795568151023313e-05,-0.00453241443132278,-3.402862016140479e-05
365,1768672045.7278059,Pose: holding,0.00998513400554657,1.4728268384933472,-0.898777186870575,0.997113823890686,0.5989643335342407,0.2164561152458191,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014100579863959581,0.24133525483132548,-0.6057528641318856,-7.917906418380485e-05,-0.004604601228040794,-3.460722328821321e-05
370,1768672045.900864,Pose: holding,0.02325608767569065,1.1814167499542236,-1.5801284313201904,0.9973519444465637,0.6200640797615051,0.19262202084064484,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.01410013412529481,0.24132335559384818,-0.6056263581498702,-8.009988630335207e-05,-0.004658876939989863,-3.505033137278486e-05
375,1768672046.0809731,Pose: holding,0.024100879207253456,1.2703737020492554,-1.4709182977676392,0.9948820471763611,0.5918868780136108,0.23460137844085693,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014099688748047828,0.24132129446535783,-0.6055271757964409,-8.079661147992586e-05,-0.004699908418409096,-3.539224243536496e-05
380,1768672046.258265,Pose: holding,0.039146315306425095,1.1673437356948853,-1.5084140300750732,0.9957877397537231,0.6024516820907593,0.19819054007530212,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014099243392979962,0.2413209145484405,-0.6054494892228756,-8.132443180305395e-05,-0.004730968158617843,-3.5656507722565554e-05
385,1768672046.433603,Pose: holding,-0.012627940624952316,1.387829303741455,-1.293146014213562,0.9964602589607239,0.6022555232048035,0.159474715590477,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.01409879801054493,0.24132082917765788,-0.605388652606331,-8.172443002224475e-05,-0.004754488512554208,-3.586083242554522e-05
390,1768672046.609201,Pose: holding,0.0015584917273372412,1.320325493812561,-1.4080795049667358,0.9952136874198914,0.5829246640205383,0.13815703988075256,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014098352600748347,0.24132080106205764,-0.6053410138010457,-8.202760123732011e-05,-0.004772302692451246,-3.6018820319892004e-05
395,1768672046.786716,Pose: holding,0.019277263432741165,1.30331289768219,-1.610790729522705,0.9908643364906311,0.5459461212158203,0.1365150660276413,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014097907167826447,0.24132078837414936,-0.6053037103965537,-8.225740306656662e-05,-0.004785796822677096,-3.614097556060844e-05
400,1768672046.9668312,Pose: holding,-0.02411712519824505,1.4851593971252441,-0.9511210918426514,0.9939773082733154,0.6338986158370972,0.11534592509269714,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014097461718296272,0.2413207827895924,-0.6052745004189474,-8.243160234456959e-05,-0.0047960198148695125,-3.623541812696873e-05
405,1768672047.1442208,Pose: holding,-0.03288636729121208,1.5094412565231323,-1.0803024768829346,0.996113657951355,0.6931372284889221,0.08959788084030151,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014097016256411953,0.24132078193221937,-0.6052516281144958,-8.25636590046873e-05,-0.004803765606347381,-3.630842681613817e-05
410,1768672047.351958,Pose: holding,-0.027359846979379654,1.5116827487945557,-0.9328506588935852,0.9973904490470886,0.7239850759506226,0.07146649807691574,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014096570786550348,0.24132078464200304,-0.6052337185591803,-8.26637714388181e-05,-0.004809635221441221,-3.636485725184795e-05
415,1768672047.526415,Pose: holding,-0.01735270582139492,1.5296519994735718,-1.022817850112915,0.998001754283905,0.7184383869171143,0.05990386754274368,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.01409612531088196,0.24132079012767266,-0.6052196950738905,-8.273966763413734e-05,-0.004814083696181163,-3.64084647186268e-05
420,1768672047.704126,Pose: holding,-0.03740136697888374,1.5656882524490356,-0.9662972688674927,0.9981687068939209,0.7028107047080994,0.049554914236068726,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014095679830770244,0.24132079778820703,-0.6052087145398836,-8.279720418718317e-05,-0.004817455575687154,-3.6442153676011655e-05
425,1768672047.887546,Pose: holding,-0.03613096848130226,1.5951001644134521,-1.1087843179702759,0.9985337257385254,0.6912428140640259,0.04258578270673752,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014095234348870767,0.24132080715510038,-0.605200116740169,-8.284081993273183e-05,-0.004820011771812683,-3.646817064783704e-05
430,1768672048.061447,Pose: holding,-0.019979435950517654,1.6108407974243164,-1.14479660987854,0.998702883720398,0.684599757194519,0.04197636619210243,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014094788866138871,0.2413208178610351,-0.605193384686827,-8.287387951254568e-05,-0.004821949886045959,-3.648825335183887e-05
435,1768672048.2384388,Pose: holding,-0.015447413548827171,1.5758755207061768,-1.2034355401992798,0.9985997676849365,0.6773853898048401,0.0468149408698082,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014094343383759781,0.24132082961776685,-0.6051881135523556,-8.289893360161418e-05,-0.004823419589070943,-3.650374600237435e-05
440,1768672048.40868,Pose: holding,-0.026450898498296738,1.5535433292388916,-1.072039246559143,0.9980857372283936,0.6565776467323303,0.044718727469444275,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014093897902513577,0.24132084219905475,-0.6051839863393722,-8.291791603364555e-05,-0.0048245342604832505,-3.6515688466950345e-05
445,1768672048.5883431,Pose: holding,-0.03441915288567543,1.5733319520950317,-1.0522714853286743,0.9981067776679993,0.6598029732704163,0.04243664816021919,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014093452422593742,0.24132085542726472,-0.6051807548274378,-8.293229314225584e-05,-0.004825379798910225,-3.652488521006007e-05
450,1768672048.767292,Pose: holding,-0.02642383985221386,1.5742677450180054,-1.1712278127670288,0.9982591867446899,0.6632869243621826,0.041596829891204834,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014093006946554633,0.24132086916300718,-0.6051782246525957,-8.294317689993422e-05,-0.004826021291053702,-3.65319586063003e-05
455,1768672048.980174,Pose: holding,-0.02144872024655342,1.5782510042190552,-1.2204309701919556,0.9981451630592346,0.6481916904449463,0.03960186243057251,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014092561472360996,0.2413208832968772,-0.6051762436233536,-8.295141065636059e-05,-0.004826508060498524,-3.6537390174625505e-05
460,1768672049.156456,Pose: holding,-0.007345560006797314,1.588362693786621,-1.2110668420791626,0.9981059432029724,0.6489294171333313,0.043770112097263336,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014092116001524704,0.24132089774305238,-0.6051746925711736,-8.295763410018889e-05,-0.0048268774903124576,-3.654155246604048e-05
465,1768672049.3751,Pose: holding,-0.004989383742213249,1.597713828086853,-1.2320611476898193,0.9981964826583862,0.6508237719535828,0.046558380126953125,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014091670534552415,0.24132091243417003,-0.6051734781857651,-8.296233250072735e-05,-0.004827157917559999,-3.6544733730353054e-05
470,1768672049.5483992,Pose: holding,-0.012750393711030483,1.595989465713501,-1.3276714086532593,0.9980820417404175,0.6612161993980408,0.05103807896375656,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014091225070638272,0.24132092731736243,-0.6051725274046674,-8.296587402691141e-05,-0.0048273708252978215,-3.654715699485182e-05
475,1768672049.727969,Pose: holding,-0.0062094139866530895,1.6071152687072754,-1.2481952905654907,0.998325765132904,0.6797568202018738,0.061212245374917984,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.01409077961040408,0.2413209423512051,-0.6051717830199836,-8.296853803356012e-05,-0.0048275325027459775,-3.654899482155919e-05
480,1768672049.898819,Pose: holding,-0.019330669194459915,1.585159420967102,-1.244698405265808,0.9984681010246277,0.6768097281455994,0.06069153547286987,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014090334154968747,0.24132095750314325,-0.6051712002382411,-8.29705365129557e-05,-0.004827655302814499,-3.655038072567576e-05
485,1768672050.073676,Pose: holding,-0.012369506992399693,1.5430601835250854,-1.2926278114318848,0.9983882904052734,0.6743202805519104,0.06160406768321991,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014089888703095875,0.24132097274767014,-0.6051707439866271,-8.297203035337708e-05,-0.004827748594753085,-3.655141800741073e-05
490,1768672050.2898402,Pose: holding,-0.006888546049594879,1.6192256212234497,-1.2077869176864624,0.9986216425895691,0.6734280586242676,0.05843881517648697,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.01408944325513265,0.24132098806478391,-0.6051703868036735,-8.297314167065842e-05,-0.0048278194859274004,-3.65521865856967e-05
495,1768672050.4637198,Pose: holding,-1.0625360118865501e-05,1.5104039907455444,-1.4225075244903564,0.9977365136146545,0.6520306468009949,0.0664578378200531,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014088997811449264,0.24132100343878574,-0.6051701071876096,-8.297396316025992e-05,-0.004827873368744863,-3.6552748285687175e-05
500,1768672050.6385741,Pose: holding,-0.01500004343688488,1.598747730255127,-1.2802964448928833,0.9981549382209778,0.6564112901687622,0.0632450059056282,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014088552371721956,0.24132101885738075,-0.6051698883030837,-8.297456519047618e-05,-0.004827914335140815,-3.6553150929910646e-05
505,1768672050.829876,Pose: holding,-0.018902374431490898,1.5959752798080444,-1.2777659893035889,0.9981194734573364,0.6547404527664185,0.06924013048410416,nan,nan,nan,nan,0,0.06855248180147404,2.050526577323489,-0.590565628160167,0.0,0.0,0.0,0.014088106936204362,0.24132103431091087,-0.605169716968511,-8.297500118246813e-05,-0.004827945490738219,-3.655343150394183e-05
